Rayon;Libellé produit;Marque;Code Produit;Température;Conditionnement;Unité de commande;Prix;Prix à l'unité de mesure;Prix à la portion;DLC garantie au client
Viandes Volailles Gibier;Bavette aloyau boeuf;;244410;Surgele;Portion de 175 g. Colis de 30 portions. ;colis;101,69 EUR; 19,37 EUR / kg;  3,39 EUR / Portion;30 jour(s)
Accompagnements Assaisonnement;Champignons de Paris émincés. gourmands;BONDUELLE FOOD SERVICE;244630;Surgele;Par sachet de 2.5 kg. Colis de 4 sachets. ;sachet;  9,45 EUR;  3,78 EUR / kg; 37,80 EUR / colis;30 jour(s)
Charcuterie Traiteur;Tortelloni ricotta spinaci;HILCONA;244669;Surgele;Sachet de 2 kg. Colis de 2 sachets. ;colis; 29,04 EUR;  7,26 EUR / kg; 14,52 EUR / sachet;30 jour(s)
Viandes Volailles Gibier;Filet de poulet cru iqf;;244877;Surgele;Portion de 142.857 g. Colis de 35 portions. ;colis; 39,75 EUR;  7,95 EUR / kg;  1,14 EUR / Portion;30 jour(s)
Poissons Coquillages Crustacés;Encornet tube;;244983;Surgele;Par sachet de 1 kg. Colis de 6 sachets. ;sachet;  9,47 EUR;  9,47 EUR / kg; 56,81 EUR / colis;30 jour(s)
Charcuterie Traiteur;Bacon crispy tranche;EUROPA CUISSON;245099;Surgele;Par sachet de 500 g. Colis de 6 sachets. ;sachet;  8,75 EUR; 17,50 EUR / kg; 52,51 EUR / colis;30 jour(s)
Viandes Volailles Gibier;èmincé de filet poulet halal. cuit et roti tranché 9.5mm. iqf;VOLATYS;245202;Surgele;Sachet de 1 kg. Colis de 5 sachets. ;colis; 52,06 EUR; 10,41 EUR / kg; 10,41 EUR / sachet;30 jour(s)
Viandes Volailles Gibier;èmincé de filet poulet halal. cuit et roti tranché 5mm. iqf;GASTRONOME;245397;Surgele;Sachet de 1 kg. Colis de 4 sachets. ;colis; 41,53 EUR; 10,38 EUR / kg; 10,38 EUR / sachet;30 jour(s)
Épicerie;Café grains grand arôme. 100 % arabica;;247254;Ambiant;Par paquet de 1 kg. Colis de 6 paquets. ;paquet; 18,57 EUR; 18,57 EUR / kg;111,41 EUR / colis;30 jour(s)
Épicerie;Cranberries entières séchées;OLYMPFRUITS;247493;Ambiant;Par sachet de 1 kg. Colis de 10 sachets. ;sachet;  8,91 EUR;  8,91 EUR / kg; 89,10 EUR / colis;30 jour(s)
Pains Viennoiserie Pâtes;Demi-baguette précuite 28 cm;NEUHAUSER;247674;Surgele;Portion de 140 g. Colis de 70 portions. ;colis; 26,30 EUR;  2,68 EUR / kg;  0,38 EUR / Portion;30 jour(s)
Épicerie;Confiture de myrtilles. sauvages;BONNE MAMAN;247684;Ambiant;Par bocal de 370 g. Colis de 6 bocaux. ;bocal;  3,77 EUR; 10,20 EUR / kg; 22,63 EUR / colis;30 jour(s)
Desserts Glaces;Paris brest;GILLES PATISSIER;247941;Surgele;Portion de 80 g. Colis de 24 portions. ;colis; 17,57 EUR;  9,15 EUR / kg;  0,73 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Baguette de caractère. précuite sur sole;BRIDOR;248568;Surgele;Portion de 280 g. Colis de 22 portions. ;colis; 19,25 EUR;  3,13 EUR / kg;  0,88 EUR / Portion;30 jour(s)
Pâtisserie Biscuiterie Confiserie;Mini madeleine pur beurre;;248605;Surgele;Portion de 18 g. Colis de 140 portions. ;colis; 37,69 EUR; 14,96 EUR / kg;  0,27 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Graines de courge décortiquées;OLYMPFRUITS;248622;Ambiant;Par sachet de 1 kg. Colis de 10 sachets. ;sachet;  8,43 EUR;  8,43 EUR / kg; 84,28 EUR / colis;30 jour(s)
Pains Viennoiserie Pâtes;Pain losange nature;;248700;Surgele;Portion de 57 g. Colis de 120 portions. ;colis; 14,43 EUR;  2,11 EUR / kg;  0,12 EUR / Portion;30 jour(s)
Crèmerie Œufs Fromages;Beurre aop doux la conviette. pièce de 15g;LA VIETTE;249370;Frais;Portion de 15 g. Plateau de 30 portions. ;plateau;  7,82 EUR; 17,38 EUR / kg;  0,26 EUR / Portion;7 jour(s)
Crèmerie Œufs Fromages;Beurre demi sel la conviette. aop;LA VIETTE;249371;Frais;Portion de 15 g. Plateau de 30 portions. ;plateau;  7,82 EUR; 17,38 EUR / kg;  0,26 EUR / Portion;7 jour(s)
Desserts Glaces;Dessert fruitier à la pomme. et à la fraise;ANDROS;249386;Frais;Portion de 100 g. Colis de 24 portions. ;colis;  7,91 EUR;  3,30 EUR / kg;  0,33 EUR / Portion;5 jour(s)
Boissons;Jus d'orange â la carotte et. au citron source de vitamines. a, c et e;ANDROS;249391;Frais;Bouteille de 259 ml. Colis de 6 bouteilles. ;colis;  8,54 EUR;  5,49 EUR / L;  1,42 EUR / bouteille;7 jour(s)
Crèmerie Œufs Fromages;Yaourt fruits brassé poire bio;LES 2 VACHES;249405;Frais;Plaque de 460 g. Colis de 4 plaques. Plaque de 4 portions. ;colis; 12,35 EUR;  6,71 EUR / kg;  3,09 EUR / plaque;7 jour(s)
Crèmerie Œufs Fromages;Crème liquide supérieure. gastronomique uht 35% m.g.;PRESIDENT PRO;249427;Frais;Brick de 1 litre. Colis de 6 bricks. ;colis; 37,83 EUR;  6,31 EUR / L;  6,31 EUR / brick;7 jour(s)
Crèmerie Œufs Fromages;Yaourt fruits myrtille bio. les 2 vaches;LES 2 VACHES;249434;Frais;Plaque de 460 g. Colis de 4 plaques. Plaque de 4 portions. ;colis; 10,97 EUR;  5,96 EUR / kg;  2,74 EUR / plaque;7 jour(s)
Crèmerie Œufs Fromages;Yaourt fruits framboise bio. les 2 vaches;LES 2 VACHES;249435;Frais;Plaque de 460 g. Colis de 4 plaques. Plaque de 4 portions. ;colis; 10,97 EUR;  5,96 EUR / kg;  2,74 EUR / plaque;7 jour(s)
Crèmerie Œufs Fromages;Yaourt brassé citron bio;LES 2 VACHES;249437;Frais;Plaque de 460 g. Colis de 4 plaques. Plaque de 4 portions. ;colis; 12,35 EUR;  6,71 EUR / kg;  3,09 EUR / plaque;7 jour(s)
Crèmerie Œufs Fromages;Yaourt à boire fruits danonino;DANONINO;249439;Frais;Lot de 600 g. Colis de 4 lots. Lot de 6 portions. ;colis; 15,66 EUR;  6,52 EUR / kg;  3,91 EUR / lot;7 jour(s)
Crèmerie Œufs Fromages;Fromage blanc nature 3.6% m.g.. bio;NOVA;249516;Frais;Lot de 400 g. Colis de 12 lots. Lot de 4 portions. ;colis; 22,54 EUR;  4,70 EUR / kg;  1,88 EUR / lot;5 jour(s)
Crèmerie Œufs Fromages;Yaourt nature velouté brassé. danone;DANONE;249558;Frais;Plaque de 500 g. Colis de 6 plaques. Plaque de 4 portions. ;colis; 11,02 EUR;  3,67 EUR / kg;  1,84 EUR / plaque;7 jour(s)
Crèmerie Œufs Fromages;Lait demi écrémé bleu blanc. coeur;EN DIRECT ELEVEURS;249566;Frais;Poche de 1 litre. Colis de 6 poches. ;colis;  8,00 EUR;  1,33 EUR / L;  1,33 EUR / poche;7 jour(s)
Crèmerie Œufs Fromages;Tomme blanche 27% m.g.;MONTSALVY;249578;Frais;Par pièce de 2 kg. Colis de 2 pièces. ;pièce; 17,97 EUR;  8,98 EUR / kg; 35,94 EUR / colis;7 jour(s)
Crèmerie Œufs Fromages;Yaourt à boire nature actimel;ACTIMEL;249602;Frais;Lot de 1.2 kg. Colis de 2 lots. Lot de 12 portions. ;colis; 16,48 EUR;  6,87 EUR / kg;  8,24 EUR / lot;7 jour(s)
Crèmerie Œufs Fromages;Yaourt aux fruits activia. panaché bifidus;ACTIVIA;249603;Frais;Lot de 1 kg. Colis de 3 lots. Lot de 8 portions. ;colis; 20,24 EUR;  6,75 EUR / kg;  6,75 EUR / lot;7 jour(s)
Crèmerie Œufs Fromages;Yaourt nature activia 0% m.g.. bifidus;ACTIVIA;249604;Frais;Lot de 1 kg. Colis de 3 lots. Lot de 8 portions. ;colis; 14,87 EUR;  4,96 EUR / kg;  4,96 EUR / lot;7 jour(s)
Crèmerie Œufs Fromages;Yaourt nature bifidus activia;ACTIVIA;249605;Frais;Plaque de 500 g. Colis de 6 plaques. Plaque de 4 portions. ;colis; 13,29 EUR;  4,43 EUR / kg;  2,22 EUR / plaque;7 jour(s)
Crèmerie Œufs Fromages;Yaourt aromatisé au citron au. bifidus activia;ACTIVIA;249606;Frais;Plaque de 500 g. Colis de 6 plaques. Plaque de 4 portions. ;colis; 16,49 EUR;  5,50 EUR / kg;  2,75 EUR / plaque;7 jour(s)
Crèmerie Œufs Fromages;Yaourt aromatisé au coco au. bifidus activia;ACTIVIA;249607;Frais;Plaque de 500 g. Colis de 6 plaques. Plaque de 4 portions. ;colis; 16,49 EUR;  5,50 EUR / kg;  2,75 EUR / plaque;7 jour(s)
Crèmerie Œufs Fromages;Yaourt nature bio les 2 vaches;LES 2 VACHES;249620;Frais;Plaque de 460 g. Colis de 4 plaques. Plaque de 4 portions. ;colis;  8,10 EUR;  4,40 EUR / kg;  2,03 EUR / plaque;7 jour(s)
Crèmerie Œufs Fromages;Yaourt brassé vanille bio. les 2 vaches;LES 2 VACHES;249622;Frais;Plaque de 460 g. Colis de 4 plaques. Plaque de 4 portions. ;colis;  8,98 EUR;  4,88 EUR / kg;  2,24 EUR / plaque;5 jour(s)
Crèmerie Œufs Fromages;Mimolette tranchette;CENTURION;249651;Frais;Par barquette de 500 g. Colis de 12 barquettes. ;barquette;  6,78 EUR; 13,55 EUR / kg; 81,31 EUR / colis;7 jour(s)
Charcuterie Traiteur;Jambon sec supérieur VPF;AOSTE PRO;249821;Frais;Portion de 16 g. Barquette de 20 portions. ;barquette;  8,48 EUR; 26,51 EUR / kg;  0,42 EUR / Portion;7 jour(s)
Desserts Glaces;Compotée de pomme à la vanille. naturelle;BONNE MAMAN;249840;Frais;Lot de 260 g. Colis de 6 lots. Lot de 2 portions. ;colis; 14,52 EUR;  9,31 EUR / kg;  2,42 EUR / lot;5 jour(s)
Desserts Glaces;Compotée de pommes à la peche. et abricot délicate verveine;BONNE MAMAN;249849;Frais;Lot de 260 g. Colis de 6 lots. Lot de 2 portions. ;colis; 16,70 EUR; 10,70 EUR / kg;  2,78 EUR / lot;5 jour(s)
Desserts Glaces;Compotée de pommes à la fraise. et framboises subtile fleur de. sureau;BONNE MAMAN;249850;Frais;Lot de 260 g. Colis de 6 lots. Lot de 2 portions. ;colis; 17,92 EUR; 11,49 EUR / kg;  2,99 EUR / lot;5 jour(s)
Boissons;Cristaline gazeuse;CRISTALINE;251140;Ambiant;Portion de 500 ml. Colis de 24 portions. ;colis;  5,98 EUR;  0,50 EUR / L;  0,25 EUR / Portion;30 jour(s)
Épicerie;Thé vert menthe 100 sachets. fraicheur;LIPTON;251713;Ambiant;Portion de 1.6 g. Boite de 100 portions. ;boite;  9,56 EUR; 59,76 EUR / kg;  0,10 EUR / Portion;30 jour(s)
Charcuterie Traiteur;Mini tartelette salee ronde. tomate basilic, diametre 4.2cm;HUG;251957;Ambiant;Portion de 6.3 g. Colis de 160 portions. ;colis; 41,58 EUR; 41,25 EUR / kg;  0,26 EUR / Portion;30 jour(s)
Charcuterie Traiteur;Mini tartellette salée ronde. olive et romarin;HUG;251958;Ambiant;Portion de 6.4 g. Colis de 160 portions. ;colis; 42,62 EUR; 41,62 EUR / kg;  0,27 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Brioche tranchée pur beurre;HARRYS FOOD SERVICE;251966;Ambiant;Par paquet de 500 g. Colis de 7 paquets. ;paquet;  3,82 EUR;  7,63 EUR / kg; 26,71 EUR / colis;7 jour(s)
Pâtisserie Biscuiterie Confiserie;Madeleine sans gluten;GERBLE;252283;Ambiant;Portion de 30 g. Colis de 30 portions. ;colis; 15,23 EUR; 16,92 EUR / kg;  0,51 EUR / Portion;30 jour(s)
Desserts Glaces;Compote de pomme bio. allégées en sucres;CHARLES & ALICE;252330;Ambiant;Portion de 100 g. Colis de 120 portions. ;colis; 39,16 EUR;  3,26 EUR / kg;  0,33 EUR / Portion;30 jour(s)
Épicerie;Confiture intense orange amère;BONNE MAMAN;252343;Ambiant;Pot de 335 g. Colis de 6 pots. ;colis; 13,44 EUR;  6,69 EUR / kg;  2,24 EUR / pot;30 jour(s)
Épicerie;Confiture intense à l'abricot;BONNE MAMAN;252344;Ambiant;Par pot de 335 g. Colis de 6 pots. ;pot;  2,73 EUR;  8,15 EUR / kg; 16,37 EUR / colis;30 jour(s)
Épicerie;Confiture intense fraise;BONNE MAMAN;252345;Ambiant;Par pot de 335 g. Colis de 6 pots. ;pot;  2,72 EUR;  8,12 EUR / kg; 16,33 EUR / colis;30 jour(s)
Pâtisserie Biscuiterie Confiserie;Quatre-quarts professionel;KER CADELAC;252465;Ambiant;Par pièce de 800 g. Colis de 8 pièces. ;pièce;  6,85 EUR;  8,57 EUR / kg; 54,82 EUR / colis;7 jour(s)
Épicerie;Thé noir earl grey excellence. bio;BARONNY'S;252682;Ambiant;Portion de 2 g. Boite de 25 portions. ;boite;  5,36 EUR;107,16 EUR / kg;  0,21 EUR / Portion;30 jour(s)
Épicerie;Thé vert sencha excellence bio;BARONNY'S;252683;Ambiant;Portion de 2 g. Boite de 25 portions. ;boite;  5,29 EUR;105,74 EUR / kg;  0,21 EUR / Portion;30 jour(s)
Épicerie;Biscuit speculoos biscoff. original;LOTUS BISCOFF;253008;Ambiant;Portion de 6.25 g. Colis de 400 portions. ;colis; 22,66 EUR;  9,07 EUR / kg;  0,06 EUR / Portion;30 jour(s)
Boissons;Eau gazeuse Badoit verte. finement pétillante. pet;BADOIT;254078;Ambiant;Bouteille de 1 litre. Colis de 6 bouteilles. ;colis;  8,87 EUR;  1,48 EUR / L;  1,48 EUR / bouteille;30 jour(s)
Boissons;San pellegrino;SAN PELLEGRINO;254638;Ambiant;Portion de 330 ml. Colis de 24 portions. ;colis; 22,24 EUR;  2,81 EUR / L;  0,93 EUR / Portion;30 jour(s)
Boissons;Perrier;PERRIER;254639;Ambiant;Portion de 500 ml. Colis de 24 portions. ;colis; 23,99 EUR;  2,00 EUR / L;  1,00 EUR / Portion;30 jour(s)
Épicerie;Nutella;NUTELLA;254897;Ambiant;Pot de 25 g. Colis de 64 pots. ;colis; 42,75 EUR; 26,72 EUR / kg;  0,67 EUR / pot;30 jour(s)
Pâtisserie Biscuiterie Confiserie;Kit kat;KIT KAT;254911;Ambiant;Portion de 41.5 g. Colis de 36 portions. ;colis; 31,82 EUR; 21,30 EUR / kg;  0,88 EUR / Portion;30 jour(s)
Desserts Glaces;Compote pomme/abricot bio. allégée en sucres. fruits 100% France;CHARLES & ALICE;255123;Ambiant;Portion de 100 g. Colis de 120 portions. ;colis; 42,53 EUR;  3,54 EUR / kg;  0,35 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Pain pour bruschetta;HARRYS FOOD SERVICE;255307;Ambiant;Portion de 100 g. Paquet de 4 portions. ;paquet;  3,59 EUR;  8,98 EUR / kg;  0,90 EUR / Portion;7 jour(s)
Crèmerie Œufs Fromages;Oeufs brouilles natures;OVOTEAM;255588;Frais;Par barquette de 500 g. Colis de 8 barquettes. ;barquette;  4,53 EUR;  9,05 EUR / kg; 36,21 EUR / colis;7 jour(s)
Desserts Glaces;Assortiment compote 4 parfums. allégées en sucres;ST MAMET;255627;Ambiant;Portion de 100 g. Colis de 120 portions. ;colis; 36,47 EUR;  3,04 EUR / kg;  0,30 EUR / Portion;30 jour(s)
Accompagnements Assaisonnement;Huile excellence;BORGES;255692;Ambiant;Par bidon de 7.5 litre. Colis de 2 bidons. ;bidon; 22,61 EUR;  3,02 EUR / L; 45,23 EUR / colis;30 jour(s)
Boissons;Lipton Ice Tea peche;LIPTON;255711;Ambiant;Bouteille de 500 ml. Colis de 12 bouteilles. ;colis; 16,38 EUR;  2,73 EUR / L;  1,37 EUR / bouteille;30 jour(s)
Pâtisserie Biscuiterie Confiserie;Kinder bueno;KINDER;255721;Ambiant;Pack de 43 g. Colis de 30 packs. ;colis; 33,63 EUR; 26,07 EUR / kg;  1,12 EUR / pack;30 jour(s)
Boissons;Schweppes indian tonic;SCHWEPPES;255798;Ambiant;Boite de 330 ml. Colis de 24 boites. ;colis; 23,38 EUR;  2,95 EUR / L;  0,97 EUR / boite;30 jour(s)
Pâtisserie Biscuiterie Confiserie;Toblerone barre chocolat. au lait;TOBLERONE;255999;Ambiant;Portion de 50 g. Boite de 24 portions. ;boite; 72,11 EUR; 60,09 EUR / kg;  3,00 EUR / Portion;30 jour(s)
Desserts Glaces;Dessert fruitier pomme nature. pot de 100 g;ANDROS;257269;Frais;Portion de 100 g. Colis de 24 portions. ;colis;  6,03 EUR;  2,51 EUR / kg;  0,25 EUR / Portion;5 jour(s)
Crèmerie Œufs Fromages;Yaourt nature au lait entier. bio. pot de 100 g;NOVA;257343;Frais;Lot de 400 g. Colis de 6 lots. Lot de 4 portions. ;colis;  6,29 EUR;  2,62 EUR / kg;  1,05 EUR / lot;5 jour(s)
Crèmerie Œufs Fromages;Panier de Yoplait panaché;PANIER DE YOPLAIT;257344;Frais;Lot de 500 g. Colis de 12 lots. Lot de 4 portions. ;colis; 14,36 EUR;  2,39 EUR / kg;  1,20 EUR / lot;7 jour(s)
Crèmerie Œufs Fromages;Yaourt au sucre de canne bio. Pot de 100 g;NOVA;257345;Frais;Lot de 400 g. Colis de 6 lots. Lot de 4 portions. ;colis;  7,16 EUR;  2,98 EUR / kg;  1,19 EUR / lot;5 jour(s)
Crèmerie Œufs Fromages;Yaourt vanille au lait entier. bio. pot de 100 g;NOVA;257346;Frais;Lot de 400 g. Colis de 6 lots. Lot de 4 portions. ;colis;  8,57 EUR;  3,57 EUR / kg;  1,43 EUR / lot;5 jour(s)
Crèmerie Œufs Fromages;Yaourt aux fruits mixés bio. Pot de 100 g;NOVA;257348;Frais;Lot de 400 g. Colis de 6 lots. Lot de 4 portions. ;colis; 10,05 EUR;  4,19 EUR / kg;  1,68 EUR / lot;5 jour(s)
Crèmerie Œufs Fromages;Yaourt à boire à la fraise. Bouteille de 100 g;NOVA;257353;Frais;Lot de 400 g. Colis de 6 lots. Lot de 4 portions. ;colis;  8,78 EUR;  3,66 EUR / kg;  1,46 EUR / lot;5 jour(s)
Viandes Volailles Gibier;Jarret de veau arrière avec os;BEAUVALLET RESTAURATION;257561;Frais;Par poche de 2 kg. ;poche; 25,67 EUR; 12,84 EUR / kg;;7 jour(s)
Viandes Volailles Gibier;Paleron de boeuf semi paré. race limousine;BEAUVALLET RESTAURATION;257602;Frais;Par poche de 2.5 kg. ;poche; 34,03 EUR; 13,61 EUR / kg;;7 jour(s)
Épicerie;Pringles original;PRINGLES;258260;Ambiant;Paquet de 40 g. Colis de 12 paquets. ;colis; 14,72 EUR; 30,68 EUR / kg;  1,23 EUR / paquet;30 jour(s)
Boissons;Jus d'orange avec sa pulpe;TROPICANA;261987;Ambiant;Bouteille de 250 ml. Colis de 12 bouteilles. ;colis; 18,72 EUR;  6,24 EUR / L;  1,56 EUR / bouteille;30 jour(s)
Équipement Hygiène;Essuie mains doux 2p. compressées 24x21.2;TORK;263759;Ambiant;Colis de 12 paquets. ;colis; 48,78 EUR;;  4,07 EUR / paquet;
Accompagnements Assaisonnement;Huile d'arachide;MAUREL;265975;Ambiant;Par bouteille de 1 litre. Colis de 15 bouteilles. ;bouteille;  3,39 EUR;  3,39 EUR / L; 50,89 EUR / colis;30 jour(s)
Charcuterie Traiteur;Chair de crabe;;267950;Frais;Par pot de 454 g. Colis de 6 pots. ;pot; 13,51 EUR; 29,76 EUR / kg; 81,08 EUR / colis;10 jour(s)
Pains Viennoiserie Pâtes;Pavé multicéréales précuits;BRIDOR;272625;Surgele;Portion de 450 g. Colis de 30 portions. ;colis; 52,96 EUR;  3,92 EUR / kg;  1,77 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Pavé de campagne précuit;BRIDOR;272658;Surgele;Portion de 70 g. Colis de 100 portions. ;colis; 18,63 EUR;  2,66 EUR / kg;  0,19 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Pavé rustique précuit;BRIDOR;272708;Surgele;Portion de 450 g. Colis de 25 portions. ;colis; 37,18 EUR;  3,31 EUR / kg;  1,49 EUR / Portion;30 jour(s)
Fruits et Légumes;Tomate équeutée 47/57. catégorie 1;STKFL;273331;Frais;Par colis de 6 kg. ;colis; 14,63 EUR;  2,44 EUR / kg;;
Fruits et Légumes;Gingembre. catégorie 1;STKFL;273338;Frais;Par barquette de 250 g. ;barquette;  2,03 EUR;  8,12 EUR / kg;;
Charcuterie Traiteur;Tartare de saumon x 10;LA DIEPPOISE;275511;Surgele;Portion de 70 g. Colis de 50 portions. ;colis; 69,25 EUR; 19,79 EUR / kg;  1,38 EUR / Portion;30 jour(s)
Équipement Hygiène;Sacs à déchets de 10 L blanc. haute densité - 12 microns. rouleau de 50;;275705;Ambiant;Colis de 1000 portions. ;colis; 15,88 EUR;;  0,02 EUR / Portion;
Fruits et Légumes;Framboise. catégorie 1;STKFL;276466;Frais;Par barquette de 125 g. ;barquette;  3,34 EUR; 26,68 EUR / kg;;4 jour(s)
Fruits et Légumes;Groseille. catégorie 1;STKFL;276467;Frais;Par barquette de 125 g. ;barquette;  3,06 EUR; 24,46 EUR / kg;;4 jour(s)
Fruits et Légumes;Chou brocoli. catégorie 1;STKFL;276484;Frais;Par pièce de 500 g. ;pièce;  2,12 EUR;  4,24 EUR / kg;;
Poissons Coquillages Crustacés;Filet de thon pour. sashimi décongelé;;276490;Frais;Par barquette de 3 kg. ;barquette; 79,21 EUR; 26,40 EUR / kg;;5 jour(s)
Accompagnements Assaisonnement;Crème de coco UHT liquide;THAI KITCHEN;277513;Ambiant;Par brick de 1 litre. Colis de 12 bricks. ;brick;  6,14 EUR;  6,14 EUR / L; 73,66 EUR / colis;30 jour(s)
Fruits et Légumes;Pomme de terre. agria lavee +60. categorie 1;STKFL;278412;Frais;Par filet de 10 kg. ;filet;  6,80 EUR;  0,68 EUR / kg;;
Pâtisserie Biscuiterie Confiserie;Mon cake nature;KER CADELAC;286294;Ambiant;Par pièce de 800 g. Colis de 8 pièces. ;pièce;  3,74 EUR;  4,67 EUR / kg; 29,88 EUR / colis;7 jour(s)
Fruits et Légumes;Pomme de terre. agata four lavee 40/60. categorie 1;STKFL;286446;Frais;Par filet de 2.5 kg. ;filet;  2,73 EUR;  1,09 EUR / kg;;
Accompagnements Assaisonnement;Fonds de Volaille Déshydraté. 750g jusqu'à 30L;KNORR;288472;Ambiant;Par boite de 750 g. Colis de 6 boites. ;boite; 16,31 EUR; 21,74 EUR / kg; 97,84 EUR / colis;30 jour(s)
Épicerie;Extra fruits muesli pépites. de céréales croustillantes. avec des noix;KELLOGG'S;289358;Ambiant;Par paquet de 1.5 kg. Colis de 4 paquets. ;paquet; 24,10 EUR; 16,07 EUR / kg; 96,41 EUR / colis;30 jour(s)
Épicerie;Cocktails de fruits Acapulco. peche, raisin rouge, melon. , ananas, kiwi, mangue;LEGAVE;292409;Surgele;Sachet de 1 kg. Colis de 5 sachets. ;colis; 20,00 EUR;  4,00 EUR / kg;  4,00 EUR / sachet;60 jour(s)
Épicerie;Amandes entières décortiquées. 23/25;OLYMPFRUITS;294454;Ambiant;Par sachet de 1 kg. Colis de 5 sachets. ;sachet; 11,07 EUR; 11,07 EUR / kg; 55,34 EUR / colis;30 jour(s)
Épicerie;Canderel en poudre;CANDEREL;295014;Ambiant;Portion de 0.5 g. Colis de 250 portions. ;colis;  8,40 EUR; 67,20 EUR / kg;  0,03 EUR / Portion;30 jour(s)
Épicerie;Marmelade orange amère;BONNE MAMAN;296055;Ambiant;Bocal de 750 g. Colis de 6 bocaux. ;colis; 26,28 EUR;  5,84 EUR / kg;  4,38 EUR / bocal;30 jour(s)
Pains Viennoiserie Pâtes;Pain losange céréales et. graines;;297674;Surgele;Portion de 57.833 g. Colis de 120 portions. ;colis; 18,55 EUR;  2,67 EUR / kg;  0,15 EUR / Portion;30 jour(s)
Épicerie;Noisettes entières décortiquée. s;OLYMPFRUITS;297692;Ambiant;Par sachet de 1 kg. Colis de 10 sachets. ;sachet; 12,96 EUR; 12,96 EUR / kg;129,64 EUR / colis;30 jour(s)
Crèmerie Œufs Fromages;Beurre demi sel;ECHIRE;298224;Frais;Par plaque de 250 g. Colis de 20 plaques. ;plaque;  3,90 EUR; 15,61 EUR / kg; 78,04 EUR / colis;7 jour(s)
Accompagnements Assaisonnement;Huile de tournesol;TG ECONOMY;300004;Ambiant;Par bouteille de 1 litre. Colis de 15 bouteilles. ;bouteille;  1,89 EUR;  1,89 EUR / L; 28,29 EUR / colis;30 jour(s)
Accompagnements Assaisonnement;Huile de tournesol;TG ECONOMY;300006;Ambiant;Par bidon de 25 litre. ;bidon; 49,18 EUR;  1,97 EUR / L;;30 jour(s)
Équipement Hygiène;Gel WC, nettoyant et. détartrant;TG QUALITY;300017;Ambiant;Par flacon de 750 ml. Colis de 10 flacons. ;flacon;  2,51 EUR;  3,35 EUR / L; 25,11 EUR / colis;30 jour(s)
Équipement Hygiène;Lessive linge liquide *ENV;TG QUALITY;300018;Ambiant;Par bidon de 3 litre. Colis de 6 bidons. ;bidon; 13,25 EUR;  4,42 EUR / L; 79,48 EUR / colis;30 jour(s)
Épicerie;Chips nature;TG ECONOMY;300022;Ambiant;Sachet de 500 g. Colis de 10 sachets. ;colis; 38,81 EUR;  7,76 EUR / kg;  3,88 EUR / sachet;30 jour(s)
Accompagnements Assaisonnement;Huile d'olive vierge extra;TG ECONOMY;300023;Ambiant;Par bouteille de 1 litre. Colis de 15 bouteilles. ;bouteille;  6,40 EUR;  6,40 EUR / L; 96,02 EUR / colis;30 jour(s)
Pains Viennoiserie Pâtes;Farine de blé T55;TG ECONOMY;300031;Ambiant;Par sac de 25 kg. ;sac; 15,90 EUR;  0,64 EUR / kg;;30 jour(s)
Pains Viennoiserie Pâtes;Farine de blé T55;TG ECONOMY;300033;Ambiant;Paquet de 1 kg. Colis de 10 paquets. ;colis;  7,19 EUR;  0,72 EUR / kg;  0,72 EUR / paquet;30 jour(s)
Épicerie;Café moulu prestige. 100% arabica;TG QUALITY;300052;Ambiant;Par paquet de 1 kg. Colis de 6 paquets. ;paquet; 17,48 EUR; 17,48 EUR / kg;104,87 EUR / colis;30 jour(s)
Épicerie;Café moulu harmonie. 50 % arabica / 50 % robusta;TG QUALITY;300053;Ambiant;Par paquet de 1 kg. Colis de 6 paquets. ;paquet; 12,25 EUR; 12,25 EUR / kg; 73,50 EUR / colis;30 jour(s)
Accompagnements Assaisonnement;Lentilles vertes;TG ECONOMY;300074;Ambiant;Par sac de 5 kg. ;sac; 17,13 EUR;  3,43 EUR / kg;;30 jour(s)
Accompagnements Assaisonnement;Pois cassés;TG ECONOMY;300076;Ambiant;Par sac de 5 kg. ;sac;  8,60 EUR;  1,72 EUR / kg;;30 jour(s)
Charcuterie Traiteur;Plaque feuilletée margarine. dim. de 2.5 mm;TG QUALITY;300078;Surgele;Portion de 600 g. Colis de 16 portions. ;colis; 28,93 EUR;  3,01 EUR / kg;  1,81 EUR / Portion;30 jour(s)
Charcuterie Traiteur;Plaque feuilletée. pur beurre 2.8 mm;TG QUALITY;300079;Surgele;Portion de 700 g. Colis de 14 portions. ;colis; 58,68 EUR;  5,99 EUR / kg;  4,19 EUR / Portion;30 jour(s)
Équipement Hygiène;Lessive linge performance;TG QUALITY;300082;Ambiant;Par sac de 18 kg. ;sac; 36,78 EUR;  2,04 EUR / kg;;30 jour(s)
Accompagnements Assaisonnement;Champignons de Paris émincés;TG ECONOMY;300084;Surgele;Par pièce de 2.5 kg. Colis de 4 pièces. ;pièce;  4,70 EUR;  1,88 EUR / kg; 18,78 EUR / colis;30 jour(s)
